"","data","tipo_divida","Credor_completo","contrato","tipo_credor","mutuario","tipo_mutuario","Status","valor","mes","ano","mes_ano","data_mes","Credor","pos_ini_mutuario","pos_ini_Credor","pos_ini_tipo_divida","pos_ini_ano"
"310",2017-11-22,"Externa","Corporacão Andina de Fomento","CFA007996","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",20653107.68,"11",2017,"201711",2017-11-01,"CAF",5666266364.36,536237475.64,1577353162.77,3413138649.46
"311",2017-11-25,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",3006845.44,"11",2017,"201711",2017-11-01,"Caixa Econômica",66675807.18,1494564639.12,4304848904.04,3433791757.14
"312",2017-11-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8348496.42,"11",2017,"201711",2017-11-01,"Caixa Econômica",5686919472.04,1497571484.56,4307855749.48,3436798602.58
"313",2017-12-01,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",60146962.45,"12",2017,"201712",2017-12-01,"Caixa Econômica",5695267968.46,1505919980.98,4316204245.9,3445147099
"314",2017-12-05,"Externa","Corporacão Andina de Fomento","CFA008002","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",33411928.14,"12",2017,"201712",2017-12-01,"CAF",5755414930.91,556890583.32,1598006270.45,3505294061.45
"315",2017-12-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2177867.08,"12",2017,"201712",2017-12-01,"Caixa Econômica",37242072.79,1566066943.43,4376351208.35,3538705989.59
"316",2017-12-15,"Externa","BID","BID2411/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5224184.31,"12",2017,"201712",2017-12-01,"BID",5788826859.05,252923622.05,1631418198.59,3540883856.67
"317",2017-12-15,"Externa","BID","BID2646/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",14779774.96,"12",2017,"201712",2017-12-01,"BID",5794051043.36,258147806.36,1636642382.9,3546108040.98
"318",2017-12-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9208114.58,"12",2017,"201712",2017-12-01,"Banco do Brasil",5808830818.32,1342141546.24,4378529075.43,3560887815.94
"319",2017-12-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8165837.72,"12",2017,"201712",2017-12-01,"Caixa Econômica",5818038932.9,1568244810.51,4387737190.01,3570095930.52
"320",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25254418.23,"12",2017,"201712",2017-12-01,"BNDES",5826204770.62,1103301769.7,4395903027.73,3578261768.24
"321",2017-12-15,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2631233.11,"12",2017,"201712",2017-12-01,"Caixa Econômica",69682652.62,1576410648.23,4421157445.96,3603516186.47
"322",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3133853.4,"12",2017,"201712",2017-12-01,"BNDES",5851459188.85,1128556187.93,4423788679.07,3606147419.58
"323",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",28436576.5,"12",2017,"201712",2017-12-01,"BNDES",5854593042.25,1131690041.33,4426922532.47,3609281272.98
"324",2017-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5058526.15,"12",2017,"201712",2017-12-01,"BNDES",5883029618.75,1160126617.83,4455359108.97,3637717849.48
"325",2017-12-15,"Interna","Banco do Brasil S/A","BB - 2012735","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",344949384.85,"12",2017,"201712",2017-12-01,"Banco do Brasil",5888088144.9,1351349660.82,4460417635.12,3642776375.63
"326",2017-12-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2714316.34,"12",2017,"201712",2017-12-01,"Caixa Econômica",6233037529.75,1579041881.34,4805367019.97,3987725760.48
"327",2017-12-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1015305.49,"12",2017,"201712",2017-12-01,"Caixa Econômica",6235751846.09,1581756197.68,4808081336.31,3990440076.82
"328",2017-12-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8277555.01,"12",2017,"201712",2017-12-01,"Caixa Econômica",6236767151.58,1582771503.17,4809096641.8,3991455382.31
"329",2017-12-25,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2697797.62,"12",2017,"201712",2017-12-01,"Caixa Econômica",72313885.73,1591049058.18,4817374196.81,3999732937.32
"330",2017-12-27,"Externa","BID","BID2762/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2437726.4,"12",2017,"201712",2017-12-01,"BID",6245044706.59,272927581.32,1651422157.86,4002430734.94
"331",2018-01-02,"Interna","Caixa Econômica Federal","Contrato Conta A","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",60199758.45,"01",2018,"201801",2018-01-01,"Caixa Econômica",6247482432.99,1593746855.8,4820071994.43,0
"332",2018-01-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2184670.16,"01",2018,"201801",2018-01-01,"Caixa Econômica",39419939.87,1653946614.25,4880271752.88,60199758.45
"333",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5334139.25,"01",2018,"201801",2018-01-01,"BNDES",6307682191.44,1165185143.98,4882456423.04,62384428.61
"334",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",26806890.41,"01",2018,"201801",2018-01-01,"BNDES",6313016330.69,1170519283.23,4887790562.29,67718567.86
"335",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3207241.97,"01",2018,"201801",2018-01-01,"BNDES",6339823221.1,1197326173.64,4914597452.7,94525458.27
"336",2018-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",30515142.29,"01",2018,"201801",2018-01-01,"BNDES",6343030463.07,1200533415.61,4917804694.67,97732700.24
"337",2018-01-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9484483.75,"01",2018,"201801",2018-01-01,"Banco do Brasil",6373545605.36,1696299045.67,4948319836.96,128247842.53
"338",2018-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8200392.95,"01",2018,"201801",2018-01-01,"Caixa Econômica",6383030089.11,1656131284.41,4957804320.71,137732326.28
"339",2018-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20120812","Bancos Federais","Roraima","Estados","Honra de Aval",2718309.84,"01",2018,"201801",2018-01-01,"Caixa Econômica",75011683.35,1664331677.36,4966004713.66,145932719.23
"340",2018-01-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2720022.58,"01",2018,"201801",2018-01-01,"Caixa Econômica",6391230482.06,1667049987.2,4968723023.5,148651029.07
"341",2018-01-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1016595.98,"01",2018,"201801",2018-01-01,"Caixa Econômica",6393950504.64,1669770009.78,4971443046.08,151371051.65
"342",2018-01-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13406996.71,"01",2018,"201801",2018-01-01,"Caixa Econômica",6394967100.62,1670786605.76,4972459642.06,152387647.63
"343",2018-01-28,"Externa","BID","BID1037/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",19629950.5,"01",2018,"201801",2018-01-01,"BID",6408374097.33,275365307.72,1653859884.26,165794644.34
"344",2018-01-30,"Externa","Banco Mundial","BIRD7955-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",946428.23,"01",2018,"201801",2018-01-01,"Banco Mundial",6428004047.83,479758269.5,1673489834.76,185424594.84
"345",2018-02-14,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2192501.67,"02",2018,"201802",2018-02-01,"Caixa Econômica",41604610.03,1684193602.47,4985866638.77,186371023.07
"346",2018-02-15,"Externa","Banco Mundial","BIRD8191-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",20140750.22,"02",2018,"201802",2018-02-01,"Banco Mundial",6428950476.06,480704697.73,1674436262.99,188563524.74
"347",2018-02-15,"Externa","Banco Mundial","BIRD8200-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",661011.7,"02",2018,"201802",2018-02-01,"Banco Mundial",6449091226.28,500845447.95,1694577013.21,208704274.96
"348",2018-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",26952836.98,"02",2018,"201802",2018-02-01,"BNDES",6449752237.98,1231048557.9,4988059140.44,209365286.66
"349",2018-02-15,"Externa","Banco Mundial","BIRD8307-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",17417416.99,"02",2018,"201802",2018-02-01,"Banco Mundial",6476705074.96,501506459.65,1695238024.91,236318123.64
"350",2018-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3239879.06,"02",2018,"201802",2018-02-01,"BNDES",6494122491.95,1258001394.88,5015011977.42,253735540.63
"351",2018-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",30524165.27,"02",2018,"201802",2018-02-01,"BNDES",6497362371.01,1261241273.94,5018251856.48,256975419.69
"352",2018-02-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5326599.74,"02",2018,"201802",2018-02-01,"BNDES",6527886536.28,1291765439.21,5048776021.75,287499584.96
"353",2018-02-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8322758.06,"02",2018,"201802",2018-02-01,"Caixa Econômica",6533213136.02,1686386104.14,5054102621.49,292826184.7
"354",2018-02-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9588961.28,"02",2018,"201802",2018-02-01,"Banco do Brasil",6541535894.08,1705783529.42,5062425379.55,301148942.76
"355",2018-02-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2725372.6,"02",2018,"201802",2018-02-01,"Caixa Econômica",6551124855.36,1694708862.2,5072014340.83,310737904.04
"356",2018-02-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1018215.58,"02",2018,"201802",2018-02-01,"Caixa Econômica",6553850227.96,1697434234.8,5074739713.43,313463276.64
"357",2018-02-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13285537.96,"02",2018,"201802",2018-02-01,"Caixa Econômica",6554868443.54,1698452450.38,5075757929.01,314481492.22
"358",2018-02-28,"Externa","Banco Mundial","BIRD8327-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",6057166.49,"02",2018,"201802",2018-02-01,"Banco Mundial",6568153981.5,518923876.64,1712655441.9,327767030.18
"359",2018-03-09,"Externa","BID","BID916/SF-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5683138.83,"03",2018,"201803",2018-03-01,"BID",6574211147.99,294995258.22,1718712608.39,333824196.67
"360",2018-03-09,"Externa","BID","BID782/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",40051586.92,"03",2018,"201803",2018-03-01,"BID",6579894286.82,300678397.05,1724395747.22,339507335.5
"361",2018-03-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2191044.27,"03",2018,"201803",2018-03-01,"Caixa Econômica",43797111.7,1711737988.34,5089043466.97,379558922.42
"362",2018-03-13,"Externa","Corporacão Andina de Fomento","CFA007948","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",18723967.42,"03",2018,"201803",2018-03-01,"CAF",6619945873.74,590302511.46,1764447334.14,381749966.69
"363",2018-03-13,"Externa","Corporacão Andina de Fomento","CFA007949","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",37562235.19,"03",2018,"201803",2018-03-01,"CAF",6638669841.16,609026478.88,1783171301.56,400473934.11
"364",2018-03-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8168883.76,"03",2018,"201803",2018-03-01,"Caixa Econômica",6676232076.35,1713929032.61,5091234511.24,438036169.3
"365",2018-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25217143.66,"03",2018,"201803",2018-03-01,"BNDES",6684400960.11,1297092038.95,5099403395,446205053.06
"366",2018-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3087270.23,"03",2018,"201803",2018-03-01,"BNDES",6709618103.77,1322309182.61,5124620538.66,471422196.72
"367",2018-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",28227799.93,"03",2018,"201803",2018-03-01,"BNDES",6712705374,1325396452.84,5127707808.89,474509466.95
"368",2018-03-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",5038741.59,"03",2018,"201803",2018-03-01,"BNDES",6740933173.93,1353624252.77,5155935608.82,502737266.88
"369",2018-03-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9042276.53,"03",2018,"201803",2018-03-01,"Banco do Brasil",6745971915.52,1715372490.7,5160974350.41,507776008.47
"370",2018-03-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2714227.32,"03",2018,"201803",2018-03-01,"Caixa Econômica",6755014192.05,1722097916.37,5170016626.94,516818285
"371",2018-03-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1013671.17,"03",2018,"201803",2018-03-01,"Caixa Econômica",6757728419.37,1724812143.69,5172730854.26,519532512.32
"372",2018-03-20,"Externa","Japan International Cooperation Agency","JICA BZ-P9","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",53729.03,"03",2018,"201803",2018-03-01,"JICA",6758742090.54,83865030.1,1820733536.75,520546183.49
"373",2018-03-20,"Externa","Japan International Cooperation Agency","JICA BZ-P9","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",28569532.75,"03",2018,"201803",2018-03-01,"JICA",6758795819.57,83918759.13,1820787265.78,520599912.52
"374",2018-03-26,"Interna","Caixa Econômica Federal","CAIXA - 20130885","Bancos Federais","Roraima","Estados","Honra de Aval",2710939.06,"03",2018,"201803",2018-03-01,"Caixa Econômica",77729993.19,1725825814.86,5173744525.43,549169445.27
"375",2018-03-26,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13204009.82,"03",2018,"201803",2018-03-01,"Caixa Econômica",6787365352.32,1728536753.92,5176455464.49,551880384.33
"376",2018-04-12,"Interna","Caixa Econômica Federal","CAIXA - 20110776","Bancos Federais","Natal","Municípios","Honra de Aval",2186355.37,"04",2018,"201804",2018-04-01,"Caixa Econômica",45988155.97,1741740763.74,5189659474.31,565084394.15
"377",2018-04-15,"Externa","BID","BID2307/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3095036.11,"04",2018,"201804",2018-04-01,"BID",6800569362.14,340729983.97,1849356798.53,567270749.52
"378",2018-04-15,"Externa","Banco Mundial","BIRD7773-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3540441.47,"04",2018,"201804",2018-04-01,"Banco Mundial",6803664398.25,524981043.13,1852451834.64,570365785.63
"379",2018-04-15,"Externa","Banco Mundial","BIRD7827-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",52009528.51,"04",2018,"201804",2018-04-01,"Banco Mundial",6807204839.72,528521484.6,1855992276.11,573906227.1
"380",2018-04-15,"Externa","Banco Mundial","BIRD7508-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9435457.36,"04",2018,"201804",2018-04-01,"Banco Mundial",6859214368.23,580531013.11,1908001804.62,625915755.61
"381",2018-04-15,"Externa","Banco Mundial","BIRD7719-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8292486.32,"04",2018,"201804",2018-04-01,"Banco Mundial",6868649825.59,589966470.47,1917437261.98,635351212.97
