"","data","tipo_divida","Credor_completo","contrato","tipo_credor","mutuario","tipo_mutuario","Status","valor","mes","ano","mes_ano","data_mes","Credor","pos_ini_mutuario","pos_ini_Credor","pos_ini_tipo_divida","pos_ini_ano"
"737",2019-10-15,"Externa","Banco Mundial","BIRD7508-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",10189779.67,"10",2019,"201910",2019-10-01,"Banco Mundial",12863913897.79,2144008592.92,5281552784.56,5527951861.46
"738",2019-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20110709","Bancos Federais","Goiás","Estados","Honra de Aval",29585273.24,"10",2019,"201910",2019-10-01,"Caixa Econômica",554135573.02,2621319921.72,11979847435.84,5538141641.13
"739",2019-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20130915","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2923380.57,"10",2019,"201910",2019-10-01,"Caixa Econômica",72616436.1,2650905194.96,12009432709.08,5567726914.37
"740",2019-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20120856","Bancos Federais","Amapá","Estados","Honra de Aval",8824598.73,"10",2019,"201910",2019-10-01,"Caixa Econômica",37397944.29,2653828575.53,12012356089.65,5570650294.94
"741",2019-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20160011","Bancos Federais","Goiás","Estados","Honra de Aval",27930602.84,"10",2019,"201910",2019-10-01,"Caixa Econômica",583720846.26,2662653174.26,12021180688.38,5579474893.67
"742",2019-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",7082824.27,"10",2019,"201910",2019-10-01,"Caixa Econômica",12874103677.46,2690583777.1,12049111291.22,5607405496.51
"743",2019-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20130912","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",1522430.71,"10",2019,"201910",2019-10-01,"Caixa Econômica",75539816.67,2697666601.37,12056194115.49,5614488320.78
"744",2019-10-15,"Interna","Banco Suiço de Investimento - Credit Suisse-Brasil","Credit Suisse - CSBRA20140800329","Credores Privados","Rio de Janeiro (Estado)","Estados","Honra de Aval",104482232.08,"10",2019,"201910",2019-10-01,"Credit Suisse (Interno",12881186501.73,626194579.41,12057716546.2,5616010751.49
"745",2019-10-15,"Interna","Caixa Econômica Federal","CAIXA - 20120818","Bancos Federais","Goiás","Estados","Honra de Aval",3408704,"10",2019,"201910",2019-10-01,"Caixa Econômica",611651449.1,2699189032.08,12162198778.28,5720492983.57
"746",2019-10-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8470280.7,"10",2019,"201910",2019-10-01,"Banco do Brasil",12985668733.81,6081257631.97,12165607482.28,5723901687.57
"747",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013858","Bancos Federais","Amapá","Estados","Honra de Aval",5930917.6,"10",2019,"201910",2019-10-01,"BNDES",46222543.02,2642042216.09,12174077762.98,5732371968.27
"748",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",23644931.84,"10",2019,"201910",2019-10-01,"BNDES",12994139014.51,2647973133.69,12180008680.58,5738302885.87
"749",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013854","Bancos Federais","Amapá","Estados","Honra de Aval",2524899.87,"10",2019,"201910",2019-10-01,"BNDES",52153460.62,2671618065.53,12203653612.42,5761947817.71
"750",2019-10-15,"Interna","Banco do Brasil S/A","BB - 2013836","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",3083046.13,"10",2019,"201910",2019-10-01,"Banco do Brasil",77062247.38,6089727912.67,12206178512.29,5764472717.58
"751",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3095155.03,"10",2019,"201910",2019-10-01,"BNDES",13017783946.35,2674142965.4,12209261558.42,5767555763.71
"752",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25783399.18,"10",2019,"201910",2019-10-01,"BNDES",13020879101.38,2677238120.43,12212356713.45,5770650918.74
"753",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4452687.14,"10",2019,"201910",2019-10-01,"BNDES",13046662500.56,2703021519.61,12238140112.63,5796434317.92
"754",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013822","Bancos Federais","Goiás","Estados","Honra de Aval",2383893.68,"10",2019,"201910",2019-10-01,"BNDES",615060153.1,2707474206.75,12242592799.77,5800887005.06
"755",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012756","Bancos Federais","Goiás","Estados","Honra de Aval",25319275.05,"10",2019,"201910",2019-10-01,"BNDES",617444046.78,2709858100.43,12244976693.45,5803270898.74
"756",2019-10-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012792","Bancos Federais","Minas Gerais","Estados","Honra de Aval",3894028.33,"10",2019,"201910",2019-10-01,"BNDES",3302552626.71,2735177375.48,12270295968.5,5828590173.79
"757",2019-10-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",999880.21,"10",2019,"201910",2019-10-01,"Caixa Econômica",13051115187.7,2702597736.08,12274189996.83,5832484202.12
"758",2019-10-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2692043.61,"10",2019,"201910",2019-10-01,"Caixa Econômica",13052115067.91,2703597616.29,12275189877.04,5833484082.33
"759",2019-10-20,"Externa","Fundo Financeiro para Desenvolvimento da Bacia do Prata","Fonplata BR-15/2008","Organismos Multilaterais","Cachoeirinha","Municípios","Honra de Aval",1712550,"10",2019,"201910",2019-10-01,"FONPLATA",1446770.51,3713459.59,5291742564.23,5836176125.94
"760",2019-10-20,"Externa","Fundo Financeiro para Desenvolvimento da Bacia do Prata","Fonplata BR-15/2008","Organismos Multilaterais","Cachoeirinha","Municípios","Honra de Aval",122133.91,"10",2019,"201910",2019-10-01,"FONPLATA",3159320.51,5426009.59,5293455114.23,5837888675.94
"761",2019-10-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13376205.52,"10",2019,"201910",2019-10-01,"Caixa Econômica",13054807111.52,2706289659.9,12277881920.65,5838010809.85
"762",2019-10-31,"Externa","Agência Francesa de Desevolvimento","AFD CBR 1042","Agências Governamentais","Rio de Janeiro (Estado)","Estados","Honra de Aval",71856816.88,"10",2019,"201910",2019-10-01,"AFD",13068183317.04,381517883.23,5293577248.14,5851387015.37
"763",2019-11-07,"Interna","Banco do Brasil S/A","BB - 2013850","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",335775849.83,"11",2019,"201911",2019-11-01,"Banco do Brasil",13140040133.92,6092810958.8,12291258126.17,5923243832.25
"764",2019-11-14,"Externa","BID","BID2281/OC-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",7663241.36,"11",2019,"201911",2019-11-01,"BID",3306446655.04,684472600.22,5365434065.02,6259019682.08
"765",2019-11-14,"Externa","BID","BID1709/OC-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",6942482.44,"11",2019,"201911",2019-11-01,"BID",3314109896.4,692135841.58,5373097306.38,6266682923.44
"766",2019-11-15,"Externa","BID","BID2762/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3055212.63,"11",2019,"201911",2019-11-01,"BID",13475815983.75,699078324.02,5380039788.82,6273625405.88
"767",2019-11-15,"Externa","BID","BID2117/OC-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",1689193.19,"11",2019,"201911",2019-11-01,"BID",3321052378.84,702133536.65,5383095001.45,6276680618.51
"768",2019-11-15,"Externa","BID","BID2200/OC-BR","Organismos Multilaterais","Minas Gerais","Estados","Honra de Aval",1387299.22,"11",2019,"201911",2019-11-01,"BID",3322741572.03,703822729.84,5384784194.64,6278369811.7
"769",2019-11-15,"Externa","Banco Mundial","BIRD7955-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2153876.04,"11",2019,"201911",2019-11-01,"Banco Mundial",13478871196.38,2154198372.59,5386171493.86,6279757110.92
"770",2019-11-15,"Externa","Banco Mundial","BIRD8011-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",72663670.38,"11",2019,"201911",2019-11-01,"Banco Mundial",13481025072.42,2156352248.63,5388325369.9,6281910986.96
"771",2019-11-15,"Externa","Banco Mundial","BIRD8117-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",64445499.55,"11",2019,"201911",2019-11-01,"Banco Mundial",13553688742.8,2229015919.01,5460989040.28,6354574657.34
"772",2019-11-15,"Externa","Banco Mundial","BIRD8327-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",1370127.23,"11",2019,"201911",2019-11-01,"Banco Mundial",13618134242.35,2293461418.56,5525434539.83,6419020156.89
"773",2019-11-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4691609.58,"11",2019,"201911",2019-11-01,"BNDES",13619504369.58,2739071403.81,12627033976,6420390284.12
"774",2019-11-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25543418.28,"11",2019,"201911",2019-11-01,"BNDES",13624195979.16,2743763013.39,12631725585.58,6425081893.7
"775",2019-11-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3312094.34,"11",2019,"201911",2019-11-01,"BNDES",13649739397.44,2769306431.67,12657269003.86,6450625311.98
"776",2019-11-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",28188320.95,"11",2019,"201911",2019-11-01,"BNDES",13653051491.78,2772618526.01,12660581098.2,6453937406.32
"777",2019-11-15,"Interna","Caixa Econômica Federal","CAIXA - 20110709","Bancos Federais","Goiás","Estados","Honra de Aval",30809106.28,"11",2019,"201911",2019-11-01,"Caixa Econômica",642763321.83,2719665865.42,12688769419.15,6482125727.27
"778",2019-11-15,"Interna","Caixa Econômica Federal","CAIXA - 20160011","Bancos Federais","Goiás","Estados","Honra de Aval",27650312.88,"11",2019,"201911",2019-11-01,"Caixa Econômica",673572428.11,2750474971.7,12719578525.43,6512934833.55
"779",2019-11-15,"Interna","Caixa Econômica Federal","CAIXA - 20120818","Bancos Federais","Goiás","Estados","Honra de Aval",3544315.55,"11",2019,"201911",2019-11-01,"Caixa Econômica",701222740.99,2778125284.58,12747228838.31,6540585146.43
"780",2019-11-18,"Interna","Caixa Econômica Federal","CAIXA - 20130915","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",6478684.51,"11",2019,"201911",2019-11-01,"Caixa Econômica",80145293.51,2781669600.13,12750773153.86,6544129461.98
"781",2019-11-18,"Interna","Caixa Econômica Federal","CAIXA - 20120856","Bancos Federais","Amapá","Estados","Honra de Aval",9575024.92,"11",2019,"201911",2019-11-01,"Caixa Econômica",54678360.49,2788148284.64,12757251838.37,6550608146.49
"782",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013858","Bancos Federais","Amapá","Estados","Honra de Aval",6433000.66,"11",2019,"201911",2019-11-01,"BNDES",64253385.41,2800806846.96,12766826863.29,6560183171.41
"783",2019-11-18,"Interna","Caixa Econômica Federal","CAIXA - 20130912","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",1534916.95,"11",2019,"201911",2019-11-01,"Caixa Econômica",86623978.02,2797723309.56,12773259863.95,6566616172.07
"784",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013854","Bancos Federais","Amapá","Estados","Honra de Aval",2738645.79,"11",2019,"201911",2019-11-01,"BNDES",70686386.07,2807239847.62,12774794780.9,6568151089.02
"785",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013840","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2513371.04,"11",2019,"201911",2019-11-01,"BNDES",88158894.97,2809978493.41,12777533426.69,6570889734.81
"786",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013822","Bancos Federais","Goiás","Estados","Honra de Aval",2582918.99,"11",2019,"201911",2019-11-01,"BNDES",704767056.54,2812491864.45,12780046797.73,6573403105.85
"787",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012756","Bancos Federais","Goiás","Estados","Honra de Aval",17653543.79,"11",2019,"201911",2019-11-01,"BNDES",707349975.53,2815074783.44,12782629716.72,6575986024.84
"788",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012792","Bancos Federais","Minas Gerais","Estados","Honra de Aval",4050111.32,"11",2019,"201911",2019-11-01,"BNDES",3324128871.25,2832728327.23,12800283260.51,6593639568.63
"789",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012788","Bancos Federais","Minas Gerais","Estados","Honra de Aval",20300846.68,"11",2019,"201911",2019-11-01,"BNDES",3328178982.57,2836778438.55,12804333371.83,6597689679.95
"790",2019-11-18,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2010554","Bancos Federais","Minas Gerais","Estados","Honra de Aval",1526681.48,"11",2019,"201911",2019-11-01,"BNDES",3348479829.25,2857079285.23,12824634218.51,6617990526.63
"791",2019-11-18,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",9001504.87,"11",2019,"201911",2019-11-01,"Banco do Brasil",13681239812.73,6428586808.63,12826160899.99,6619517208.11
"792",2019-11-18,"Interna","Banco do Brasil S/A","BB - 2013836","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",3277712.53,"11",2019,"201911",2019-11-01,"Banco do Brasil",90672266.01,6437588313.5,12835162404.86,6628518712.98
"793",2019-11-18,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",6927549.76,"11",2019,"201911",2019-11-01,"Caixa Econômica",13690241317.6,2799258226.51,12838440117.39,6631796425.51
"794",2019-11-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",997125.37,"11",2019,"201911",2019-11-01,"Caixa Econômica",13697168867.36,2806185776.27,12845367667.15,6638723975.27
"795",2019-11-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2685764.8,"11",2019,"201911",2019-11-01,"Caixa Econômica",13698165992.73,2807182901.64,12846364792.52,6639721100.64
"796",2019-11-22,"Externa","Corporacão Andina de Fomento","CFA007996","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",27182758.06,"11",2019,"201911",2019-11-01,"CAF",13700851757.53,1056395998.12,5526804667.06,6642406865.44
"797",2019-11-25,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",13522637.32,"11",2019,"201911",2019-11-01,"Caixa Econômica",13728034515.59,2809868666.44,12849050557.32,6669589623.5
"798",2019-12-03,"Externa","Agência Francesa de Desevolvimento","AFD CBR 1046","Agências Governamentais","Minas Gerais","Estados","Honra de Aval",66668254.73,"12",2019,"201912",2019-12-01,"AFD",3350006510.73,453374700.11,5553987425.12,6683112260.82
"799",2019-12-05,"Externa","Corporacão Andina de Fomento","CFA008002","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",42338499.76,"12",2019,"201912",2019-12-01,"CAF",13741557152.91,1083578756.18,5620655679.85,6749780515.55
"800",2019-12-15,"Externa","BID","BID2411/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",6575418.28,"12",2019,"201912",2019-12-01,"BID",13783895652.67,705210029.06,5662994179.61,6792119015.31
"801",2019-12-15,"Interna","Caixa Econômica Federal","CAIXA - 20160011","Bancos Federais","Goiás","Estados","Honra de Aval",28491865.83,"12",2019,"201912",2019-12-01,"Caixa Econômica",725003519.32,2823391303.76,12862573194.64,6798694433.59
"802",2019-12-15,"Externa","BID","BID2646/OC-BR","Organismos Multilaterais","Rio de Janeiro (Estado)","Estados","Honra de Aval",95251,"12",2019,"201912",2019-12-01,"BID",13790471070.95,711785447.34,5669569597.89,6827186299.42
"803",2019-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",22871432.19,"12",2019,"201912",2019-12-01,"BNDES",13790566321.95,2858605966.71,12891065060.47,6827281550.42
"804",2019-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3014371.27,"12",2019,"201912",2019-12-01,"BNDES",13813437754.14,2881477398.9,12913936492.66,6850152982.61
"805",2019-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",24725383.7,"12",2019,"201912",2019-12-01,"BNDES",13816452125.41,2884491770.17,12916950863.93,6853167353.88
"806",2019-12-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4332764.23,"12",2019,"201912",2019-12-01,"BNDES",13841177509.11,2909217153.87,12941676247.63,6877892737.58
"807",2019-12-16,"Interna","Caixa Econômica Federal","CAIXA - 20110709","Bancos Federais","Goiás","Estados","Honra de Aval",28840968.64,"12",2019,"201912",2019-12-01,"Caixa Econômica",753495385.15,2851883169.59,12946009011.86,6882225501.81
"808",2019-12-16,"Interna","Caixa Econômica Federal","CAIXA - 20130912","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",1499711.06,"12",2019,"201912",2019-12-01,"Caixa Econômica",93949978.54,2880724138.23,12974849980.5,6911066470.45
"809",2019-12-16,"Interna","Caixa Econômica Federal","CAIXA - 20130915","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",6492225.43,"12",2019,"201912",2019-12-01,"Caixa Econômica",95449689.6,2882223849.29,12976349691.56,6912566181.51
"810",2019-12-16,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",6988722.28,"12",2019,"201912",2019-12-01,"Caixa Econômica",13845510273.34,2888716074.72,12982841916.99,6919058406.94
"811",2019-12-16,"Externa","Banco Mundial","BIRD8276-BR","Organismos Multilaterais","Rio Grande do Norte","Estados","Honra de Aval",32268992.04,"12",2019,"201912",2019-12-01,"Banco Mundial",101941915.03,2294831545.79,5669664848.89,6926047129.22
"812",2019-12-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013822","Bancos Federais","Goiás","Estados","Honra de Aval",2326785.73,"12",2019,"201912",2019-12-01,"BNDES",782336353.79,2913549918.1,12989830639.27,6958316121.26
"813",2019-12-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012756","Bancos Federais","Goiás","Estados","Honra de Aval",15851072,"12",2019,"201912",2019-12-01,"BNDES",784663139.52,2915876703.83,12992157425,6960642906.99
"814",2019-12-16,"Interna","Banco do Brasil S/A","BB - 2013836","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2981167.41,"12",2019,"201912",2019-12-01,"Banco do Brasil",134210907.07,6440866026.03,13008008497,6976493978.99
"815",2019-12-16,"Interna","Banco do Brasil S/A","BB - 2012735","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",422888429.24,"12",2019,"201912",2019-12-01,"Banco do Brasil",13852498995.62,6443847193.44,13010989664.41,6979475146.4
"816",2019-12-16,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8191944.5,"12",2019,"201912",2019-12-01,"Banco do Brasil",14275387424.86,6866735622.68,13433878093.65,7402363575.64
"817",2019-12-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013840","Bancos Federais","Rio Grande do Norte","Estados","Honra de Aval",2217066.08,"12",2019,"201912",2019-12-01,"BNDES",137192074.48,2931727775.83,13442070038.15,7410555520.14
"818",2019-12-16,"Interna","Caixa Econômica Federal","CAIXA - 20120856","Bancos Federais","Amapá","Estados","Honra de Aval",8668705.3,"12",2019,"201912",2019-12-01,"Caixa Econômica",73425031.86,2895704797,13444287104.23,7412772586.22
"819",2019-12-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013858","Bancos Federais","Amapá","Estados","Honra de Aval",5671276.89,"12",2019,"201912",2019-12-01,"BNDES",82093737.16,2933944841.91,13452955809.53,7421441291.52
"820",2019-12-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012792","Bancos Federais","Minas Gerais","Estados","Honra de Aval",3820261.05,"12",2019,"201912",2019-12-01,"BNDES",3416674765.46,2939616118.8,13458627086.42,7427112568.41
"821",2019-12-16,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013854","Bancos Federais","Amapá","Estados","Honra de Aval",2414366.08,"12",2019,"201912",2019-12-01,"BNDES",87765014.05,2943436379.85,13462447347.47,7430932829.46
"822",2019-12-16,"Interna","Caixa Econômica Federal","CAIXA - 20120818","Bancos Federais","Goiás","Estados","Honra de Aval",3227116.42,"12",2019,"201912",2019-12-01,"Caixa Econômica",800514211.52,2904373502.3,13464861713.55,7433347195.54
"823",2019-12-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",996823.31,"12",2019,"201912",2019-12-01,"Caixa Econômica",14283579369.36,2907600618.72,13468088829.97,7436574311.96
"824",2019-12-19,"Interna","Caixa Econômica Federal","CAIXA - 20090492","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",2686096.4,"12",2019,"201912",2019-12-01,"Caixa Econômica",14284576192.67,2908597442.03,13469085653.28,7437571135.27
"825",2019-12-20,"Interna","Banco do Brasil S/A","BB - 2012790","Bancos Federais","Minas Gerais","Estados","Honra de Aval",440555987.98,"12",2019,"201912",2019-12-01,"Banco do Brasil",3420495026.51,6874927567.18,13471771749.68,7440257231.67
"826",2019-12-26,"Interna","Caixa Econômica Federal","CAIXA - 20120842","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",14070629.1,"12",2019,"201912",2019-12-01,"Caixa Econômica",14287262289.07,2911283538.43,13912327737.66,7880813219.65
"827",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012756","Bancos Federais","Goiás","Estados","Honra de Aval",16238068.66,"01",2020,"202001",2020-01-01,"BNDES",803741327.94,2945850745.93,13926398366.76,0
"828",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013822","Bancos Federais","Goiás","Estados","Honra de Aval",2383497.07,"01",2020,"202001",2020-01-01,"BNDES",819979396.6,2962088814.59,13942636435.42,16238068.66
"829",2020-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20110709","Bancos Federais","Goiás","Estados","Honra de Aval",28647791.93,"01",2020,"202001",2020-01-01,"Caixa Econômica",822362893.67,2925354167.53,13945019932.49,18621565.73
"830",2020-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20120856","Bancos Federais","Amapá","Estados","Honra de Aval",8543700.11,"01",2020,"202001",2020-01-01,"Caixa Econômica",90179380.13,2954001959.46,13973667724.42,47269357.66
"831",2020-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20160011","Bancos Federais","Goiás","Estados","Honra de Aval",27650312.88,"01",2020,"202001",2020-01-01,"Caixa Econômica",851010685.6,2962545659.57,13982211424.53,55813057.77
"832",2020-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20120818","Bancos Federais","Goiás","Estados","Honra de Aval",3304393.44,"01",2020,"202001",2020-01-01,"Caixa Econômica",878660998.48,2990195972.45,14009861737.41,83463370.65
"833",2020-01-15,"Interna","Banco do Brasil S/A","BB - 2012769","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",8267306.79,"01",2020,"202001",2020-01-01,"Banco do Brasil",14301332918.17,7315483555.16,14013166130.85,86767764.09
"834",2020-01-15,"Interna","Caixa Econômica Federal","CAIXA - 20100571","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",6817705.91,"01",2020,"202001",2020-01-01,"Caixa Econômica",14309600224.96,2993500365.89,14021433437.64,95035070.88
"835",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013858","Bancos Federais","Amapá","Estados","Honra de Aval",5747424.55,"01",2020,"202001",2020-01-01,"BNDES",98723080.24,2964472311.66,14028251143.55,101852776.79
"836",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2012792","Bancos Federais","Minas Gerais","Estados","Honra de Aval",3825243.7,"01",2020,"202001",2020-01-01,"BNDES",3861051014.49,2970219736.21,14033998568.1,107600201.34
"837",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2014976","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",23243517.57,"01",2020,"202001",2020-01-01,"BNDES",14316417930.87,2974044979.91,14037823811.8,111425445.04
"838",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013854","Bancos Federais","Amapá","Estados","Honra de Aval",2446783.52,"01",2020,"202001",2020-01-01,"BNDES",104470504.79,2997288497.48,14061067329.37,134668962.61
"839",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2016004","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",3054929.43,"01",2020,"202001",2020-01-01,"BNDES",14339661448.44,2999735281,14063514112.89,137115746.13
"840",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2013848","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",25220959.99,"01",2020,"202001",2020-01-01,"BNDES",14342716377.87,3002790210.43,14066569042.32,140170675.56
"841",2020-01-15,"Interna","Banco Nacional de Desenvolvimento Econômico e Social","BNDES - 2011684","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",4373791.29,"01",2020,"202001",2020-01-01,"BNDES",14367937337.86,3028011170.42,14091790002.31,165391635.55
"842",2020-01-19,"Interna","Caixa Econômica Federal","CAIXA - 20120747","Bancos Federais","Rio de Janeiro (Estado)","Estados","Honra de Aval",994066.17,"01",2020,"202001",2020-01-01,"Caixa Econômica",14372311129.15,3000318071.8,14096163793.6,169765426.84
